date,open,high,low,close,volume
2021-01-01,0.21985,0.24927,0.21729,0.23744,5888429287
2021-01-02,0.23767,0.23839,0.21582,0.22166,4773658725
2021-01-03,0.22174,0.23774,0.21717,0.22585,5109898871
2021-01-04,0.22604,0.25648,0.21972,0.23668,6141918380
2021-01-05,0.23664,0.24125,0.2216,0.22675,5378491929
2021-01-06,0.22687,0.26916,0.22346,0.25089,7552726810
2021-01-07,0.25093,0.3653,0.24781,0.326,15955049240
2021-01-08,0.32609,0.34592,0.29154,0.32323,9825829516
2021-01-09,0.32316,0.33986,0.30789,0.32692,7184429145
2021-01-10,0.32683,0.36522,0.29216,0.31834,9647740012
2021-01-11,0.31794,0.31794,0.25947,0.28891,9787288503
2021-01-12,0.28868,0.30992,0.27937,0.29212,6557418314
2021-01-13,0.29203,0.3088,0.28689,0.30558,4831812051
2021-01-14,0.30554,0.30834,0.28421,0.29544,5277189444
2021-01-15,0.29557,0.30176,0.26475,0.28041,4955409029
2021-01-16,0.28029,0.29519,0.27701,0.28019,4116256007
2021-01-17,0.28007,0.28527,0.27065,0.27738,3488557208
2021-01-18,0.27737,0.28762,0.27264,0.28477,3239112861
2021-01-19,0.28483,0.32619,0.284,0.29431,5583136814
2021-01-20,0.29422,0.30862,0.28199,0.29652,4528341598
2021-01-21,0.29647,0.30622,0.26312,0.26895,4453463443
2021-01-22,0.26878,0.27784,0.24492,0.2728,4501765714
2021-01-23,0.27261,0.28262,0.26698,0.27182,3018882841
2021-01-24,0.27184,0.27742,0.27022,0.27351,2472431875
2021-01-25,0.27347,0.28242,0.2688,0.26909,2925493997
2021-01-26,0.26905,0.2711,0.25971,0.26883,2790821503
2021-01-27,0.26886,0.26897,0.24553,0.25194,2940937079
2021-01-28,0.25192,0.26901,0.24879,0.26412,2793379611
2021-01-29,0.27053,0.31019,0.26049,0.28219,8031899348
2021-01-30,0.28215,0.48935,0.27983,0.44024,24417465997
2021-01-31,0.43783,0.4997,0.3895,0.49231,24394851756
2021-02-01,0.49251,0.74482,0.36069,0.37151,34974233953
2021-02-02,0.37052,0.40426,0.34427,0.36927,12756138062
2021-02-03,0.36936,0.40806,0.36936,0.39349,8672301822
2021-02-04,0.39341,0.47231,0.37918,0.44645,13193400182
2021-02-05,0.44533,0.46471,0.4251,0.45005,10229060640
2021-02-06,0.45016,0.45228,0.42671,0.4391,7625571666
2021-02-07,0.43913,0.44552,0.39877,0.41796,7495069765
2021-02-08,0.41777,0.45992,0.41272,0.4477,8180714581
2021-02-09,0.44766,0.48519,0.44757,0.47199,9634769935
2021-02-10,0.47192,0.53411,0.46599,0.50345,13793347172
2021-02-11,0.50305,0.52762,0.50114,0.52479,8979459920
2021-02-12,0.52463,0.61263,0.51827,0.60859,13950086407
2021-02-13,0.60811,0.63704,0.54992,0.629,14161115005
2021-02-14,0.62845,0.63239,0.56716,0.59419,10460949240
2021-02-15,0.59345,0.60005,0.52156,0.54892,10563510365
2021-02-16,0.5486,0.57732,0.49004,0.52085,10310430732
2021-02-17,0.5208,0.55436,0.49712,0.53554,9332962077
2021-02-18,0.5351,0.55864,0.52387,0.53243,5621706995
2021-02-19,0.53257,0.57908,0.52066,0.56702,6896487164
2021-02-20,0.56688,0.58242,0.48244,0.51751,7892199926
2021-02-21,0.51688,0.55837,0.50846,0.54856,6569716153
2021-02-22,0.54832,0.63985,0.52007,0.57174,18769236632
2021-02-23,0.57099,0.57099,0.3793,0.47356,14359021786
2021-02-24,0.4742,0.49937,0.45476,0.47183,8015468859
2021-02-25,0.47178,0.48252,0.4291,0.43452,5952353924
2021-02-26,0.43494,0.45044,0.41556,0.4279,6476253874
2021-02-27,0.4279,0.4576,0.4279,0.43781,4756622833
2021-02-28,0.43776,0.43944,0.3977,0.41495,4325860134
2021-03-01,0.41511,0.45135,0.41359,0.44724,3547533777
2021-03-02,0.4465,0.45476,0.42484,0.43684,3388591213
2021-03-03,0.4369,0.46665,0.43353,0.45028,3304301858
2021-03-04,0.45006,0.49314,0.438,0.48661,6027421637
2021-03-05,0.48583,0.48583,0.44995,0.45812,4288262516
2021-03-06,0.45786,0.47069,0.4525,0.46511,2758849692
2021-03-07,0.46509,0.46929,0.45987,0.46687,2364586464
2021-03-08,0.46689,0.48599,0.45732,0.4736,3587390975
2021-03-09,0.47375,0.48599,0.47244,0.48599,3020728025
2021-03-10,0.4859,0.48765,0.45883,0.46317,3271277631
2021-03-11,0.46305,0.46428,0.44302,0.45296,3186670815
2021-03-12,0.45299,0.46369,0.43302,0.44113,3326213717
2021-03-13,0.44111,0.46482,0.43552,0.45992,3212270555
2021-03-14,0.45963,0.46209,0.44211,0.44211,2509435800
2021-03-15,0.44209,0.44831,0.42655,0.43756,3116009271
2021-03-16,0.43745,0.51496,0.43008,0.4626,7382009786
2021-03-17,0.46282,0.48331,0.45706,0.47242,4341765347
2021-03-18,0.47238,0.49081,0.45584,0.47292,3265976425
2021-03-19,0.4728,0.47839,0.46343,0.47117,2626051305
2021-03-20,0.47111,0.55293,0.47016,0.52699,6757879312
2021-03-21,0.52742,0.54638,0.49993,0.51984,5539749484
2021-03-22,0.51981,0.60262,0.50547,0.54994,9732075816
2021-03-23,0.55014,0.59931,0.54397,0.55659,7610195005
2021-03-24,0.55627,0.56468,0.46929,0.48884,5446433135
2021-03-25,0.48823,0.52737,0.47113,0.5175,6061921454
2021-03-26,0.51739,0.57498,0.51651,0.56706,5807865028
2021-03-27,0.56719,0.57592,0.53982,0.55044,3684247475
2021-03-28,0.55038,0.5622,0.54548,0.55076,2795107715
2021-03-29,0.55065,0.57071,0.54818,0.56787,3549650231
2021-03-30,0.56774,0.5859,0.56308,0.56686,3831603058
2021-03-31,0.56683,0.57923,0.54475,0.57387,4849764990
2021-04-01,0.57396,0.59582,0.559,0.57929,4725008531
2021-04-02,0.57936,0.61738,0.5752,0.61657,5404854336
2021-04-03,0.61678,0.65335,0.58775,0.59092,6757992981
2021-04-04,0.59091,0.64698,0.58301,0.64673,4613898769
2021-04-05,0.6467,0.93686,0.63397,0.92047,26415199263
2021-04-06,0.91692,1.11792,0.82441,1.09627,36955175105
2021-04-07,1.09755,1.10449,0.86941,0.91758,21942171678
2021-04-08,0.91906,1.07257,0.90563,1.05276,12888349509
2021-04-09,1.05342,1.08316,0.98659,1.02084,10235269531
2021-04-10,1.02028,1.38996,1.00864,1.37442,25547794935
2021-04-11,1.37207,1.49207,1.30883,1.36053,21224874412
2021-04-12,1.354,1.47015,1.32408,1.46774,13216559312
2021-04-13,1.47008,1.88844,1.42303,1.794,31123574741
2021-04-14,1.79425,1.965,1.57908,1.83924,29025829007
2021-04-15,1.83728,1.88282,1.6581,1.76607,15403982671
2021-04-16,1.7593,1.80895,1.44955,1.55753,20594074869
2021-04-17,1.55303,1.74053,1.5415,1.56006,14507135285
2021-04-18,1.5591,1.57857,1.17467,1.406,22933939682
2021-04-19,1.40946,1.53038,1.25831,1.31504,17637508685
2021-04-20,1.30995,1.44564,1.18623,1.3833,15562116615
2021-04-21,1.38616,1.45854,1.28282,1.2965,12545052977
2021-04-22,1.29181,1.41319,1.11909,1.15968,14899537552
2021-04-23,1.15714,1.194,0.90108,1.16966,20235915090
2021-04-24,1.17019,1.17028,1.02442,1.04871,8586287312
2021-04-25,1.04949,1.15303,0.95292,1.03226,8573604939
2021-04-26,1.03518,1.36908,1.01692,1.36851,15417459290
2021-04-27,1.36674,1.45974,1.33119,1.40096,13584693517
2021-04-28,1.40156,1.44698,1.2887,1.3586,9272726011
2021-04-29,1.35797,1.41833,1.33095,1.39936,7633164142
2021-04-30,1.3985,1.63552,1.37647,1.59167,14160854005
2021-05-01,1.59841,1.66501,1.52995,1.65103,8206771323
2021-05-02,1.65196,1.65633,1.53362,1.56264,6933641361
2021-05-03,1.56249,1.6216,1.52856,1.556,7612512785
2021-05-04,1.55595,1.55723,1.33866,1.39238,12855752789
2021-05-05,1.38807,1.62254,1.37127,1.61451,13318453320
2021-05-06,1.61551,1.75882,1.54732,1.60058,16099528279
2021-05-07,1.60398,1.69126,1.51129,1.58176,10400571927
2021-05-08,1.58094,1.62719,1.5431,1.5626,6349608020
2021-05-09,1.56348,1.59342,1.44413,1.53529,8243079607
2021-05-10,1.53441,1.62574,1.25,1.38901,11181774844
2021-05-11,1.39184,1.48686,1.36368,1.47768,7973181908
2021-05-12,1.47914,1.54245,1.24786,1.24786,9272699846
2021-05-13,1.27127,1.38892,1.20946,1.35891,12358993946
2021-05-14,1.36335,1.44223,1.32455,1.40292,7570332417
2021-05-15,1.40171,1.58248,1.32481,1.48588,13321419261
2021-05-16,1.48746,1.60798,1.35152,1.45261,12405363634
2021-05-17,1.4492,1.55933,1.32828,1.4963,13573485606
2021-05-18,1.4941,1.70221,1.47696,1.59073,14847139298
2021-05-19,1.59327,1.64438,0.87532,1.07031,20523476458
2021-05-20,1.06153,1.26845,0.91181,1.18554,13626658452
2021-05-21,1.18118,1.21593,0.86955,1.00698,10998911191
2021-05-22,1.00958,1.01534,0.82645,0.90632,8750076614
2021-05-23,0.90651,0.96735,0.65225,0.79702,10816054413
2021-05-24,0.79316,0.9986,0.75859,0.99284,8239461926
2021-05-25,0.99403,1.05784,0.88383,0.97619,8637179369
2021-05-26,0.97583,1.06695,0.9501,1.03373,6376977398
2021-05-27,1.03357,1.0429,0.93562,0.97024,5204084865
2021-05-28,0.97395,0.98346,0.84757,0.90015,6082828979
2021-05-29,0.8995,0.93979,0.79507,0.83179,5156278121
2021-05-30,0.83199,0.93013,0.79983,0.90661,4077064725
2021-05-31,0.90638,1.04902,0.88256,1.04658,6277821474
2021-06-01,1.0421,1.09964,0.97934,1.011,5606414479
2021-06-02,1.01121,1.04975,0.98137,1.0244,3598008182
2021-06-03,1.02515,1.07828,1.00855,1.04532,3661357809
2021-06-04,1.04511,1.04527,0.92017,0.9702,4638523697
2021-06-05,0.96998,0.99795,0.89753,0.92329,3257149049
2021-06-06,0.92348,0.94953,0.91876,0.94529,2308242807
2021-06-07,0.94672,0.97435,0.84898,0.86116,3466113432
2021-06-08,0.86278,0.8855,0.78864,0.87579,4491339501
2021-06-09,0.87406,0.92003,0.83233,0.92003,3990884688
2021-06-10,0.92132,0.92783,0.8538,0.86918,3157272780
2021-06-11,0.86925,0.87919,0.83594,0.84845,2502880892
2021-06-12,0.84788,0.84788,0.8077,0.83268,2731548390
2021-06-13,0.83325,0.88808,0.81927,0.88316,3059837086
2021-06-14,0.88305,0.92611,0.86382,0.8929,3005221040
2021-06-15,0.88707,0.90225,0.86029,0.8898,3585820721
2021-06-16,0.86685,0.87338,0.82755,0.83191,2916163481
2021-06-17,0.83173,0.86143,0.82588,0.84144,2684672890
2021-06-18,0.84232,0.84492,0.77499,0.79765,2509639518
2021-06-19,0.79831,0.80687,0.75871,0.76167,2208439278
2021-06-20,0.76038,0.7843,0.69937,0.77638,3068578656
2021-06-21,0.7748,0.77979,0.60518,0.61039,4048720475
2021-06-22,0.60723,0.64892,0.51271,0.54507,4784173339
2021-06-23,0.54694,0.66055,0.52366,0.62653,4239151745
2021-06-24,0.63859,0.69101,0.61738,0.672,2781916002
2021-06-25,0.67291,0.68847,0.60338,0.61332,3120943105
2021-06-26,0.61159,0.63168,0.58242,0.61543,2458620798
2021-06-27,0.61699,0.65177,0.59764,0.64692,2329301222
2021-06-28,0.64829,0.65445,0.62455,0.64375,2323398761
2021-06-29,0.64394,0.72773,0.64235,0.70173,3325816845
2021-06-30,0.70568,0.71367,0.64946,0.70637,3097076849
2021-07-01,0.70479,0.70479,0.6468,0.66118,2553971177
2021-07-02,0.65989,0.66729,0.63473,0.65676,2061607208
2021-07-03,0.65564,0.68368,0.64465,0.67289,1872819597
2021-07-04,0.67322,0.70778,0.6658,0.69495,1885241527
2021-07-05,0.69565,0.69565,0.64849,0.6543,2076373188
2021-07-06,0.65306,0.67992,0.65268,0.6654,1938959239
2021-07-07,0.66526,0.67331,0.65102,0.65158,2077976604
2021-07-08,0.65269,0.65431,0.61298,0.62306,2348704558
2021-07-09,0.62169,0.64455,0.59366,0.6368,2380083031
2021-07-10,0.63722,0.64817,0.6147,0.62546,1788373889
2021-07-11,0.62472,0.64315,0.61765,0.63594,1495491616
2021-07-12,0.63634,0.65721,0.61845,0.63018,1908473825
2021-07-13,0.62945,0.64024,0.61071,0.61952,1860938764
2021-07-14,0.61947,0.62472,0.58743,0.62032,1945120121
2021-07-15,0.62001,0.6265,0.58907,0.59694,2027622754
2021-07-16,0.59755,0.6168,0.58882,0.59077,1902793058
2021-07-17,0.58949,0.59772,0.57324,0.58243,1796242080
2021-07-18,0.58259,0.6012,0.57342,0.58792,1567538722
2021-07-19,0.58723,0.58935,0.55518,0.55756,1706406670
2021-07-20,0.55762,0.56837,0.51791,0.52934,2026435206
2021-07-21,0.52905,0.5833,0.52034,0.57,2610318312
2021-07-22,0.57156,0.60254,0.56172,0.59221,2520533539
2021-07-23,0.59255,0.60952,0.57669,0.60922,2206128472
2021-07-24,0.609,0.6207,0.60097,0.60983,1967190260
2021-07-25,0.6092,0.61177,0.59138,0.60636,1707767305
2021-07-26,0.60689,0.67787,0.6053,0.62562,3879282541
2021-07-27,0.62417,0.65208,0.61289,0.6446,2800102572
2021-07-28,0.64557,0.75184,0.63223,0.72545,6452960527
2021-07-29,0.73264,0.76474,0.69867,0.74802,3717954855
2021-07-30,0.74985,0.76815,0.71578,0.75212,3328523561
2021-07-31,0.75216,0.7577,0.73777,0.74779,2612372196
2021-08-01,0.74594,0.77628,0.70729,0.72592,2529023488
2021-08-02,0.72415,0.77333,0.71682,0.73922,2648561558
2021-08-03,0.73847,0.74441,0.70188,0.71273,2857095374
2021-08-04,0.71363,0.73924,0.69784,0.73049,2796312041
2021-08-05,0.73092,0.73862,0.7024,0.73315,2387435275
2021-08-06,0.73298,0.75215,0.72399,0.74651,2444020492
2021-08-07,0.74714,0.81804,0.74144,0.81628,4067148040
2021-08-08,0.81673,0.83838,0.77325,0.77874,3954749759
2021-08-09,0.77901,0.8274,0.76091,0.81855,3739417343
2021-08-10,0.81734,0.86159,0.80064,0.85125,4002349584
2021-08-11,0.85128,1.08705,0.84875,1.01252,8213874830
2021-08-12,1.01256,1.04274,0.92475,0.96455,7613283957
2021-08-13,0.96715,1.0945,0.95259,1.08996,6425779147
2021-08-14,1.08983,1.30921,1.07103,1.28041,12107814480
2021-08-15,1.28164,1.34917,1.23024,1.28816,10899164864
2021-08-16,1.28493,1.3269,1.15103,1.19099,8364848221
2021-08-17,1.18628,1.22268,1.08827,1.0982,7620119367
2021-08-18,1.09766,1.1942,1.05677,1.1461,7559385803
2021-08-19,1.14466,1.23284,1.09217,1.23284,6781867994
2021-08-20,1.23345,1.28697,1.20106,1.26322,6600353564
2021-08-21,1.26392,1.28123,1.20641,1.21647,4955470066
2021-08-22,1.21739,1.25466,1.18476,1.22772,4452016856
2021-08-23,1.22681,1.30422,1.22209,1.24727,6299948689
2021-08-24,1.24815,1.26329,1.12816,1.13735,6109699877
2021-08-25,1.13701,1.17753,1.10943,1.17253,4735020572
2021-08-26,1.17459,1.18631,1.06991,1.07527,4914724770
2021-08-27,1.0733,1.18847,1.05264,1.18847,5062671613
2021-08-28,1.19235,1.1977,1.1367,1.14551,3655937721
2021-08-29,1.14592,1.16768,1.11666,1.14083,3456541619
2021-08-30,1.14234,1.14869,1.09871,1.10144,3635181352
2021-08-31,1.10134,1.2401,1.09225,1.18759,5897781233
2021-09-01,1.18692,1.23489,1.15913,1.23489,4937053998
2021-09-02,1.23754,1.2943,1.2229,1.25632,5456908792
2021-09-03,1.25414,1.32152,1.22613,1.29144,5896982947
2021-09-04,1.2907,1.29592,1.24096,1.25578,4284360888
2021-09-05,1.25513,1.3084,1.23748,1.3055,4077886190
2021-09-06,1.30732,1.41377,1.30732,1.38941,7403887685
2021-09-07,1.38944,1.3915,0.97546,1.1251,11310427430
2021-09-08,1.12669,1.14864,1.02018,1.10072,7367876460
2021-09-09,1.09028,1.1361,0.83826,1.0894,5171653352
2021-09-10,1.08757,1.24172,1.03432,1.05727,7726257543
2021-09-11,1.0566,1.1113,1.05331,1.07991,3986494412
2021-09-12,1.08028,1.12725,1.05987,1.11964,3403286576
2021-09-13,1.11942,1.12591,1.02965,1.06468,4391908806
2021-09-14,1.06537,1.09765,1.05884,1.09657,3378813327
2021-09-15,1.09694,1.12932,1.08057,1.12135,2997048680
2021-09-16,1.12124,1.1292,1.0681,1.0915,3168621354
2021-09-17,1.09088,1.10231,1.05317,1.0656,2989925804
2021-09-18,1.06591,1.09462,1.05739,1.07567,2308814476
2021-09-19,1.07517,1.08204,1.04181,1.04843,2148537763
2021-09-20,1.04898,1.05041,0.88785,0.91715,5775337511
2021-09-21,0.92234,0.95931,0.86073,0.87633,4787985414
2021-09-22,0.87382,1.00936,0.86962,1.00408,4813963292
