date,open,high,low,close,volume
2021-01-01,11.24796,12.47666,11.08824,11.88126,1376173841
2021-01-02,11.88126,12.45457,11.46666,12.23513,1562557417
2021-01-03,12.23427,14.03648,11.83,13.70702,2298964833
2021-01-04,13.72075,15.71713,12.3511,13.60876,2926793268
2021-01-05,13.60098,14.94477,13.11426,14.56596,2435517090
2021-01-06,14.56674,17.35557,14.15591,17.27249,3654880010
2021-01-07,17.28044,17.45,15.1,15.99469,2848054681
2021-01-08,15.99,16.20612,14.05867,15.24595,2749568572
2021-01-09,15.26852,17.95897,15.0301,17.62978,2622916177
2021-01-10,17.62977,18.5,15.36001,16.21958,3058197027
2021-01-11,16.21124,16.25594,12.5,14.66602,3428738380
2021-01-12,14.66216,15.4875,13.63107,13.95404,2198321176
2021-01-13,13.95625,16.23696,13.267,15.94516,2265358357
2021-01-14,15.96946,17.97272,15.33229,17.97239,2758638858
2021-01-15,17.9642,21.4,17.51331,20.76328,6831687993
2021-01-16,20.75,22.95833,19.58,20.12,5499569396
2021-01-17,20.12977,23.73,19.4,23.26742,5027606263
2021-01-18,23.27016,23.69079,21.11,22.03632,3602422029
2021-01-19,22.02204,22.96573,20.32555,20.5531,3077697742
2021-01-20,20.55213,21.98,19.06001,21.8575,3432961301
2021-01-21,21.85267,22.03823,18.02953,18.41354,3407990168
2021-01-22,18.39637,22.47757,17.10429,21.56518,4292258678
2021-01-23,21.573,25.511,21.12108,24.83174,5098945533
2021-01-24,24.83174,24.94998,23.15,24.83438,3727726940
2021-01-25,24.83438,25.83917,22.572,23.3881,3740983054
2021-01-26,23.36844,23.99999,21.64546,23.13576,3117612364
2021-01-27,23.13047,23.25039,20.26,20.9969,3092662315
2021-01-28,21.00021,24.49422,20.52438,23.07837,3652814431
2021-01-29,23.08342,24.30653,22.07007,22.77436,3788470512
2021-01-30,22.75701,23.98,22.2144,23.68064,2685935167
2021-01-31,23.68956,24.7,22.05,22.57316,2692563296
2021-02-01,22.56886,23.23,21.65412,22.89959,2422414493
2021-02-02,22.8787,24.18247,22.75858,23.67457,2604058586
2021-02-03,23.67499,25.58,23.56009,25.1273,3147392512
2021-02-04,25.13208,26.19544,22.82,24.52854,3344787680
2021-02-05,24.51668,27.0,24.44865,26.3425,3936072394
2021-02-06,26.34659,26.82198,24.24381,25.08035,3146238667
2021-02-07,25.07714,25.31274,22.90174,24.75,2772921169
2021-02-08,24.75772,26.0,24.00015,25.46183,3063771708
2021-02-09,25.46771,28.02985,25.01518,27.65837,3700778076
2021-02-10,27.6638,28.64831,25.25,26.84211,4118325809
2021-02-11,26.82352,28.58426,26.22094,27.87634,3098066261
2021-02-12,27.87307,31.5,26.71428,30.72099,4140041014
2021-02-13,30.71218,34.77,29.09468,34.25468,5124433887
2021-02-14,34.26149,35.74999,32.3578,33.19261,4767351611
2021-02-15,33.23007,34.92,27.5,32.58241,4824452129
2021-02-16,32.59247,33.39455,30.80736,31.95171,3794728331
2021-02-17,31.95171,32.7,30.0,32.25796,3072709794
2021-02-18,32.24329,33.60503,31.78176,32.48306,1726602703
2021-02-19,32.50845,35.53932,31.4,34.71995,2518517791
2021-02-20,34.71989,36.92151,32.3745,33.97,3095945276
2021-02-21,33.96048,35.3,33.26628,34.14866,1768919688
2021-02-22,34.1493,34.23446,24.5327,31.48001,3577738647
2021-02-23,31.47826,31.68429,21.0,25.9483,5101235733
2021-02-24,25.96675,29.34892,24.53022,28.13126,3087989666
2021-02-25,28.13417,28.72799,24.39866,24.73152,2016768740
